barra,year,month,month_label,voltage_kv,nodal_price_stress_score,system_adjusted_nodal_risk_score,monthly_nodal_stress_rank,due_diligence_tier,data_quality_score,low_information_flag,main_driver,mean_price,p95_price,volatility_metric,critical_window_hours,topology_evidence_grade
HUAYLLACHO 15,2023,1,2023-01,15.0,79.29,66.67,1.0,Priority A,1.0,False,Price level,0.1364,0.1806,0.0462,37.0,A
SAN ANTONIO 15,2023,1,2023-01,15.0,78.81,66.38,2.0,Priority B,1.0,False,Price level,0.1357,0.1797,0.046,37.0,A
SAN IGNACIO 15,2023,1,2023-01,15.0,78.81,66.38,2.0,Priority B,1.0,False,Price level,0.1357,0.1797,0.046,37.0,A
PLANTAETANOL 60,2023,1,2023-01,60.0,78.62,66.09,3.0,Priority A,1.0,False,Price level,0.1297,0.1699,0.0434,37.0,A
NCTUMBES60,2023,1,2023-01,60.0,77.32,65.9,4.0,Priority A,1.0,False,Price level,0.1297,0.1692,0.0434,37.0,A
ZORRITOS 220,2023,1,2023-01,220.0,76.2,65.7,5.0,Priority A,1.0,False,Price level,0.1295,0.1689,0.0433,37.0,A
TINTAYA EXISTENTE 138,2023,1,2023-01,138.0,75.62,65.51,6.0,Priority B,1.0,False,Price level,0.1306,0.1729,0.0442,37.0,A
TINTAYA NUEVA 220,2023,1,2023-01,220.0,75.08,65.31,7.0,Priority B,1.0,False,Price level,0.1301,0.1722,0.0441,37.0,A
MISAPUQUIO 33,2023,1,2023-01,33.0,74.91,64.92,9.0,Priority B,1.0,False,Stress premium,0.134,0.1773,0.0453,37.0,A
JULIACA10,2023,1,2023-01,10.0,74.44,64.72,10.0,Priority B,1.0,False,Price level,0.1292,0.1701,0.0436,37.0,A
GE1 33,2023,1,2023-01,33.0,71.88,63.73,15.0,Priority B,1.0,False,Price level,0.1282,0.1672,0.0429,37.0,A
PIURA OESTE 220,2023,1,2023-01,220.0,71.6,63.33,17.0,Priority B,1.0,False,Price level,0.1279,0.1668,0.0428,37.0,A
TALARA13.2,2023,1,2023-01,13.2,70.45,62.51,21.0,Priority B,1.0,False,Price level,0.1277,0.1666,0.0427,37.0,A
TALARA 220,2023,1,2023-01,220.0,69.72,62.1,23.0,Priority B,1.0,False,Price level,0.1277,0.1664,0.0427,37.0,A
GALLITO CIEGO 60,2023,1,2023-01,60.0,69.7,60.65,30.0,Priority B,1.0,False,Price level,0.1256,0.1642,0.0419,37.0,A
BELAUNDE 138,2023,1,2023-01,138.0,64.46,58.29,41.0,Priority B,1.0,False,Price level,0.1244,0.1626,0.0418,37.0,A
PARIAC 66,2023,1,2023-01,66.0,61.74,54.43,57.0,Priority B,1.0,False,Price level,0.1237,0.1608,0.0411,37.0,A
NCTUMBES60,2023,2,2023-02,60.0,86.95,57.74,1.0,Priority A,1.0,False,Price level,0.1362,0.1724,0.1098,33.5,A
ZORRITOS 220,2023,2,2023-02,220.0,86.6,57.57,2.0,Priority A,1.0,False,Price level,0.136,0.1721,0.1097,33.5,A
PLANTAETANOL 60,2023,2,2023-02,60.0,86.47,57.4,3.0,Priority A,1.0,False,Volatility,0.1346,0.1693,0.1096,33.5,A
GE1 33,2023,2,2023-02,33.0,85.59,57.24,4.0,Priority B,1.0,False,Price level,0.1348,0.17,0.1093,33.5,A
PIURA OESTE 220,2023,2,2023-02,220.0,85.62,57.07,5.0,Priority B,1.0,False,Price level,0.1342,0.1698,0.1092,33.5,A
TALARA13.2,2023,2,2023-02,13.2,84.68,56.9,6.0,Priority B,1.0,False,Price level,0.1343,0.1696,0.1091,33.5,A
GALLITO CIEGO 60,2023,2,2023-02,60.0,85.02,56.73,7.0,Priority B,1.0,False,Price level,0.132,0.1673,0.1072,33.5,A
TALARA 220,2023,2,2023-02,220.0,84.17,56.56,8.0,Priority B,1.0,False,Price level,0.1342,0.1695,0.1091,33.5,A
BELAUNDE 138,2023,2,2023-02,138.0,76.76,54.32,21.0,Priority B,1.0,False,Price level,0.1272,0.1653,0.0889,33.5,A
PARIAC 66,2023,2,2023-02,66.0,75.66,54.14,22.0,Priority B,1.0,False,Price level,0.1289,0.1644,0.0991,33.5,A
HUAYLLACHO 15,2023,2,2023-02,15.0,73.67,53.25,27.0,Priority A,1.0,False,Price level,0.1285,0.1746,0.0656,33.5,A
SAN ANTONIO 15,2023,2,2023-02,15.0,73.11,52.61,30.0,Priority B,1.0,False,Price level,0.1278,0.1737,0.0652,33.5,A
SAN IGNACIO 15,2023,2,2023-02,15.0,73.11,52.61,30.0,Priority B,1.0,False,Price level,0.1278,0.1737,0.0652,33.5,A
MISAPUQUIO 33,2023,2,2023-02,33.0,68.82,51.42,36.0,Priority B,1.0,False,Price level,0.1261,0.1713,0.0641,33.5,A
TINTAYA EXISTENTE 138,2023,2,2023-02,138.0,64.95,50.48,41.0,Priority B,1.0,False,Price level,0.123,0.1679,0.0625,33.5,A
TINTAYA NUEVA 220,2023,2,2023-02,220.0,63.81,49.52,46.0,Priority B,1.0,False,Price level,0.1225,0.1671,0.0622,33.5,A
JULIACA10,2023,2,2023-02,10.0,63.38,49.13,48.0,Priority B,1.0,False,Price level,0.122,0.1663,0.0619,33.5,A
NCTUMBES60,2023,3,2023-03,60.0,85.46,94.28,1.0,Priority A,1.0,False,Price level,0.1406,0.1766,0.1013,37.0,A
ZORRITOS 220,2023,3,2023-03,220.0,84.95,94.02,2.0,Priority A,1.0,False,Volatility,0.1404,0.1763,0.1012,37.0,A
GE1 33,2023,3,2023-03,33.0,83.11,93.75,3.0,Priority B,1.0,False,Price level,0.1392,0.1747,0.1005,37.0,A
TALARA13.2,2023,3,2023-03,13.2,81.97,93.48,4.0,Priority B,1.0,False,Price level,0.1386,0.1739,0.1001,37.0,A
PLANTAETANOL 60,2023,3,2023-03,60.0,81.26,93.22,5.0,Priority A,1.0,False,Price level,0.1387,0.1737,0.1003,37.0,A
TALARA 220,2023,3,2023-03,220.0,81.44,92.95,6.0,Priority B,1.0,False,Price level,0.1385,0.1738,0.1001,37.0,A
PIURA OESTE 220,2023,3,2023-03,220.0,80.19,92.68,7.0,Priority B,1.0,False,Volatility,0.1384,0.1733,0.1001,37.0,A
GALLITO CIEGO 60,2023,3,2023-03,60.0,77.38,92.14,9.0,Priority B,1.0,False,Volatility,0.1355,0.1708,0.098,37.0,A
PARIAC 66,2023,3,2023-03,66.0,77.6,91.87,10.0,Priority B,1.0,False,Volatility,0.1371,0.1729,0.0969,37.0,A
BELAUNDE 138,2023,3,2023-03,138.0,73.28,89.67,18.0,Priority B,1.0,False,Volatility,0.1346,0.1703,0.0967,37.0,A
HUAYLLACHO 15,2023,3,2023-03,15.0,73.92,87.98,24.0,Priority A,1.0,False,Price level,0.1451,0.1843,0.0843,37.0,A
SAN ANTONIO 15,2023,3,2023-03,15.0,73.14,86.98,27.0,Priority B,1.0,False,Price level,0.1443,0.1833,0.0838,37.0,A
SAN IGNACIO 15,2023,3,2023-03,15.0,73.14,86.98,27.0,Priority B,1.0,False,Price level,0.1443,0.1833,0.0838,37.0,A
MISAPUQUIO 33,2023,3,2023-03,33.0,70.99,83.91,37.0,Priority B,1.0,False,Price level,0.1424,0.1809,0.0824,37.0,A
TINTAYA EXISTENTE 138,2023,3,2023-03,138.0,64.12,76.44,61.0,Priority B,1.0,False,Price level,0.1391,0.1773,0.0803,37.0,A
TINTAYA NUEVA 220,2023,3,2023-03,220.0,63.26,76.11,62.0,Priority B,1.0,False,Price level,0.1386,0.1766,0.08,37.0,A
JULIACA10,2023,3,2023-03,10.0,59.37,72.41,73.0,Priority B,1.0,False,Price level,0.1377,0.1762,0.0794,37.0,A
HUAYLLACHO 15,2023,4,2023-04,15.0,84.76,91.29,1.0,Priority A,1.0,False,Volatility,0.1804,0.7299,0.1679,36.0,A
SAN ANTONIO 15,2023,4,2023-04,15.0,83.02,90.9,2.0,Priority B,1.0,False,Volatility,0.1794,0.7261,0.167,36.0,A
SAN IGNACIO 15,2023,4,2023-04,15.0,83.02,90.9,2.0,Priority B,1.0,False,Volatility,0.1794,0.7261,0.167,36.0,A
NCTUMBES60,2023,4,2023-04,60.0,81.35,90.5,3.0,Priority A,1.0,False,Price level,0.1728,0.6915,0.1606,36.0,A
ZORRITOS 220,2023,4,2023-04,220.0,80.54,90.24,4.0,Priority A,1.0,False,Volatility,0.1725,0.6903,0.1603,36.0,A
MISAPUQUIO 33,2023,4,2023-04,33.0,80.21,89.97,5.0,Priority B,1.0,False,Volatility,0.1772,0.7152,0.1648,36.0,A
TINTAYA EXISTENTE 138,2023,4,2023-04,138.0,82.74,89.71,6.0,Priority B,1.0,False,Volatility,0.1726,0.694,0.1601,36.0,A
GE1 33,2023,4,2023-04,33.0,78.28,89.44,7.0,Priority B,1.0,False,Volatility,0.1711,0.6844,0.1589,36.0,A
PLANTAETANOL 60,2023,4,2023-04,60.0,77.78,88.91,9.0,Priority A,1.0,False,Volatility,0.1703,0.6806,0.1581,36.0,A
TALARA13.2,2023,4,2023-04,13.2,75.75,88.64,10.0,Priority B,1.0,False,Volatility,0.1703,0.6813,0.1582,36.0,A
PIURA OESTE 220,2023,4,2023-04,220.0,76.06,88.37,11.0,Priority B,1.0,False,Volatility,0.17,0.6796,0.1579,36.0,A
TALARA 220,2023,4,2023-04,220.0,74.63,88.1,12.0,Priority B,1.0,False,Volatility,0.1702,0.6808,0.1581,36.0,A
TINTAYA NUEVA 220,2023,4,2023-04,220.0,78.88,87.83,13.0,Priority B,1.0,False,Price level,0.1719,0.6916,0.1596,36.0,A
JULIACA10,2023,4,2023-04,10.0,76.96,87.56,14.0,Priority B,1.0,False,Price level,0.1711,0.6905,0.159,36.0,A
BELAUNDE 138,2023,4,2023-04,138.0,69.64,84.52,25.0,Priority B,1.0,False,Volatility,0.165,0.6647,0.1557,36.0,A
PARIAC 66,2023,4,2023-04,66.0,69.48,83.38,29.0,Priority B,1.0,False,Price level,0.1671,0.6687,0.1557,36.0,A
GALLITO CIEGO 60,2023,4,2023-04,60.0,60.11,72.04,64.0,Priority B,1.0,False,Price level,0.1635,0.6471,0.151,36.0,A
HUAYLLACHO 15,2023,5,2023-05,15.0,85.7,98.6,1.0,Priority A,1.0,False,Volatility,0.2477,0.7323,0.2074,37.0,A
SAN ANTONIO 15,2023,5,2023-05,15.0,85.41,98.19,2.0,Priority B,1.0,False,Volatility,0.2464,0.7285,0.2063,37.0,A
SAN IGNACIO 15,2023,5,2023-05,15.0,85.41,98.19,2.0,Priority B,1.0,False,Volatility,0.2464,0.7285,0.2063,37.0,A
TINTAYA EXISTENTE 138,2023,5,2023-05,138.0,84.13,97.77,3.0,Priority B,1.0,False,Volatility,0.2378,0.7027,0.1993,37.0,A
MISAPUQUIO 33,2023,5,2023-05,33.0,83.56,97.49,4.0,Priority B,1.0,False,Volatility,0.2433,0.7183,0.2036,37.0,A
TINTAYA NUEVA 220,2023,5,2023-05,220.0,80.27,97.21,5.0,Priority B,1.0,False,Price level,0.237,0.7007,0.1986,37.0,A
JULIACA10,2023,5,2023-05,10.0,78.27,96.65,7.0,Priority B,1.0,False,Price level,0.2357,0.6967,0.1974,37.0,A
NCTUMBES60,2023,5,2023-05,60.0,78.91,96.37,8.0,Priority A,1.0,False,Price level,0.2319,0.7034,0.1971,37.0,A
ZORRITOS 220,2023,5,2023-05,220.0,78.23,95.81,10.0,Priority A,1.0,False,Price level,0.2315,0.7019,0.1967,37.0,A
GE1 33,2023,5,2023-05,33.0,74.05,92.64,21.0,Priority B,1.0,False,Price level,0.2294,0.6951,0.1949,37.0,A
PARIAC 66,2023,5,2023-05,66.0,71.92,92.05,23.0,Priority B,1.0,False,Price level,0.229,0.6894,0.1947,37.0,A
PLANTAETANOL 60,2023,5,2023-05,60.0,72.42,90.86,27.0,Priority A,1.0,False,Price level,0.2286,0.6921,0.194,37.0,A
TALARA13.2,2023,5,2023-05,13.2,71.39,90.26,29.0,Priority B,1.0,False,Price level,0.2282,0.6914,0.1939,37.0,A
PIURA OESTE 220,2023,5,2023-05,220.0,71.3,89.96,30.0,Priority B,1.0,False,Price level,0.2282,0.6907,0.1936,37.0,A
TALARA 220,2023,5,2023-05,220.0,70.95,89.66,31.0,Priority B,1.0,False,Price level,0.2281,0.691,0.1938,37.0,A
GALLITO CIEGO 60,2023,5,2023-05,60.0,71.01,88.44,35.0,Priority B,1.0,False,Price level,0.2236,0.6818,0.192,37.0,A
BELAUNDE 138,2023,5,2023-05,138.0,67.96,87.2,39.0,Priority B,1.0,False,Price level,0.2258,0.683,0.1917,37.0,A
HUAYLLACHO 15,2023,6,2023-06,15.0,85.69,79.93,1.0,Priority A,1.0,False,Volatility,0.3971,0.773,0.2631,36.0,A
SAN ANTONIO 15,2023,6,2023-06,15.0,85.09,79.59,2.0,Priority B,1.0,False,Volatility,0.3968,0.7725,0.2629,36.0,A
SAN IGNACIO 15,2023,6,2023-06,15.0,85.09,79.59,2.0,Priority B,1.0,False,Volatility,0.3968,0.7725,0.2629,36.0,A
MISAPUQUIO 33,2023,6,2023-06,33.0,83.96,79.02,4.0,Priority B,1.0,False,Volatility,0.3876,0.757,0.2567,36.0,A
TINTAYA EXISTENTE 138,2023,6,2023-06,138.0,83.25,78.79,5.0,Priority B,1.0,False,Volatility,0.3863,0.7566,0.2558,36.0,A
PARIAC 66,2023,6,2023-06,66.0,82.19,78.56,6.0,Priority B,1.0,False,Price level,0.3779,0.769,0.2529,36.0,A
TINTAYA NUEVA 220,2023,6,2023-06,220.0,82.83,78.32,7.0,Priority B,1.0,False,Volatility,0.3851,0.7545,0.255,36.0,A
JULIACA10,2023,6,2023-06,10.0,82.77,78.09,8.0,Priority B,1.0,False,Volatility,0.383,0.7496,0.253,36.0,A
NCTUMBES60,2023,6,2023-06,60.0,78.52,76.21,16.0,Priority A,1.0,False,Volatility,0.3725,0.7478,0.2504,36.0,A
ZORRITOS 220,2023,6,2023-06,220.0,78.77,75.97,17.0,Priority A,1.0,False,Volatility,0.3718,0.7462,0.2499,36.0,A
PLANTAETANOL 60,2023,6,2023-06,60.0,76.99,75.25,20.0,Priority A,1.0,False,Price level,0.3728,0.7608,0.2488,36.0,A
GE1 33,2023,6,2023-06,33.0,75.47,74.28,24.0,Priority B,1.0,False,Price level,0.3689,0.739,0.248,36.0,A
TALARA13.2,2023,6,2023-06,13.2,72.22,72.3,32.0,Priority B,1.0,False,Price level,0.3668,0.7348,0.2464,36.0,A
PIURA OESTE 220,2023,6,2023-06,220.0,71.22,72.05,33.0,Priority B,1.0,False,Price level,0.3672,0.7346,0.2465,36.0,A
TALARA 220,2023,6,2023-06,220.0,71.64,71.8,34.0,Priority B,1.0,False,Price level,0.3666,0.7345,0.2463,36.0,A
GALLITO CIEGO 60,2023,6,2023-06,60.0,68.7,70.26,40.0,Priority B,1.0,False,Price level,0.3666,0.7334,0.2453,36.0,A
BELAUNDE 138,2023,6,2023-06,138.0,69.35,70.0,41.0,Priority B,1.0,False,Price level,0.3661,0.7296,0.2455,36.0,A
HUAYLLACHO 15,2023,7,2023-07,15.0,83.3,81.65,1.0,Priority A,1.0,False,Volatility,0.6346,0.8913,0.3017,37.0,A
PARIAC 66,2023,7,2023-07,66.0,83.63,81.42,2.0,Priority B,1.0,False,Price level,0.6206,0.9291,0.3123,37.0,A
PLANTAETANOL 60,2023,7,2023-07,60.0,82.76,80.95,4.0,Priority A,1.0,False,Price level,0.6178,0.9238,0.3063,37.0,A
SAN ANTONIO 15,2023,7,2023-07,15.0,82.41,80.6,5.0,Priority B,1.0,False,Volatility,0.634,0.8905,0.3014,37.0,A
SAN IGNACIO 15,2023,7,2023-07,15.0,82.41,80.6,5.0,Priority B,1.0,False,Volatility,0.634,0.8905,0.3014,37.0,A
NCTUMBES60,2023,7,2023-07,60.0,80.14,80.25,6.0,Priority A,1.0,False,Price level,0.6084,0.911,0.3018,37.0,A
ZORRITOS 220,2023,7,2023-07,220.0,79.9,80.01,7.0,Priority A,1.0,False,Price level,0.6078,0.9118,0.3018,37.0,A
BELAUNDE 138,2023,7,2023-07,138.0,78.39,79.77,8.0,Priority B,1.0,False,Price level,0.6047,0.8979,0.301,37.0,A
GALLITO CIEGO 60,2023,7,2023-07,60.0,80.01,79.53,9.0,Priority B,1.0,False,Volatility,0.6045,0.8912,0.301,37.0,A
MISAPUQUIO 33,2023,7,2023-07,33.0,78.06,79.06,11.0,Priority B,1.0,False,Volatility,0.6197,0.8703,0.2946,37.0,A
TINTAYA EXISTENTE 138,2023,7,2023-07,138.0,77.26,78.58,13.0,Priority B,1.0,False,Volatility,0.6176,0.8684,0.2938,37.0,A
GE1 33,2023,7,2023-07,33.0,76.22,78.33,14.0,Priority B,1.0,False,Price level,0.6014,0.8996,0.2982,37.0,A
TINTAYA NUEVA 220,2023,7,2023-07,220.0,76.46,78.09,15.0,Priority B,1.0,False,Volatility,0.6159,0.8657,0.2929,37.0,A
PIURA OESTE 220,2023,7,2023-07,220.0,75.89,77.85,16.0,Priority B,1.0,False,Price level,0.6006,0.9004,0.2988,37.0,A
JULIACA10,2023,7,2023-07,10.0,75.21,77.36,18.0,Priority B,1.0,False,Volatility,0.6123,0.857,0.2906,37.0,A
TALARA13.2,2023,7,2023-07,13.2,74.4,76.87,20.0,Priority B,1.0,False,Price level,0.5988,0.8956,0.2966,37.0,A
TALARA 220,2023,7,2023-07,220.0,74.4,76.62,21.0,Priority B,1.0,False,Price level,0.5984,0.8962,0.2968,37.0,A
PLANTAETANOL 60,2023,8,2023-08,60.0,79.23,100.0,1.0,Priority A,1.0,False,Price level,0.7201,0.9738,0.304,37.0,A
PARIAC 66,2023,8,2023-08,66.0,78.81,99.72,2.0,Priority B,1.0,False,Price level,0.7249,0.9755,0.3078,37.0,A
NCTUMBES60,2023,8,2023-08,60.0,79.11,98.86,5.0,Priority A,1.0,False,Price level,0.7043,0.9496,0.2971,37.0,A
ZORRITOS 220,2023,8,2023-08,220.0,78.94,98.57,6.0,Priority A,1.0,False,Price level,0.7031,0.9467,0.2966,37.0,A
HUAYLLACHO 15,2023,8,2023-08,15.0,79.29,98.28,7.0,Priority A,1.0,False,Price level,0.7396,0.9738,0.3092,37.0,A
SAN ANTONIO 15,2023,8,2023-08,15.0,78.69,97.26,10.0,Priority B,1.0,False,Price level,0.7389,0.9728,0.309,37.0,A
SAN IGNACIO 15,2023,8,2023-08,15.0,78.69,97.26,10.0,Priority B,1.0,False,Price level,0.7389,0.9728,0.309,37.0,A
BELAUNDE 138,2023,8,2023-08,138.0,76.11,96.82,11.0,Priority B,1.0,False,Price level,0.7056,0.9537,0.2991,37.0,A
GALLITO CIEGO 60,2023,8,2023-08,60.0,76.03,95.64,15.0,Priority B,1.0,False,Volatility,0.7003,0.9353,0.2963,37.0,A
GE1 33,2023,8,2023-08,33.0,75.44,95.35,16.0,Priority B,1.0,False,Price level,0.697,0.9376,0.2942,37.0,A
MISAPUQUIO 33,2023,8,2023-08,33.0,75.38,95.05,17.0,Priority B,1.0,False,Price level,0.7221,0.9485,0.3022,37.0,A
JULIACA10,2023,8,2023-08,10.0,74.1,94.75,18.0,Priority B,1.0,False,Price level,0.7147,0.9398,0.2986,37.0,A
TINTAYA EXISTENTE 138,2023,8,2023-08,138.0,74.25,94.45,19.0,Priority B,1.0,False,Stress premium,0.7204,0.9462,0.3017,37.0,A
PIURA OESTE 220,2023,8,2023-08,220.0,70.43,93.84,21.0,Priority B,1.0,False,Price level,0.6952,0.9344,0.2936,37.0,A
TINTAYA NUEVA 220,2023,8,2023-08,220.0,73.69,93.54,22.0,Priority B,1.0,False,Stress premium,0.7184,0.9436,0.3009,37.0,A
TALARA13.2,2023,8,2023-08,13.2,72.55,92.63,25.0,Priority B,1.0,False,Price level,0.6929,0.9321,0.2923,37.0,A
TALARA 220,2023,8,2023-08,220.0,72.1,92.32,26.0,Priority B,1.0,False,Price level,0.6928,0.9321,0.2922,37.0,A
HUAYLLACHO 15,2023,9,2023-09,15.0,81.21,92.8,1.0,Priority A,1.0,False,Volatility,0.8019,0.9851,0.2371,36.0,A
SAN ANTONIO 15,2023,9,2023-09,15.0,80.5,91.87,4.0,Priority B,1.0,False,Volatility,0.8012,0.9841,0.2369,36.0,A
SAN IGNACIO 15,2023,9,2023-09,15.0,80.5,91.87,4.0,Priority B,1.0,False,Volatility,0.8012,0.9841,0.2369,36.0,A
MISAPUQUIO 33,2023,9,2023-09,33.0,81.48,91.47,5.0,Priority B,1.0,False,Volatility,0.7828,0.9579,0.2311,36.0,A
PLANTAETANOL 60,2023,9,2023-09,60.0,83.2,91.2,6.0,Priority A,1.0,False,Price level,0.7809,0.9757,0.2356,36.0,A
PARIAC 66,2023,9,2023-09,66.0,79.73,90.93,7.0,Priority B,1.0,False,Price level,0.7832,0.9869,0.2354,36.0,A
TINTAYA EXISTENTE 138,2023,9,2023-09,138.0,80.44,90.66,8.0,Priority B,1.0,False,Volatility,0.7803,0.954,0.2305,36.0,A
TINTAYA NUEVA 220,2023,9,2023-09,220.0,79.6,90.12,10.0,Priority B,1.0,False,Volatility,0.7783,0.9516,0.2298,36.0,A
JULIACA10,2023,9,2023-09,10.0,74.95,89.03,14.0,Priority B,1.0,False,Volatility,0.7768,0.9516,0.2296,36.0,A
BELAUNDE 138,2023,9,2023-09,138.0,76.05,88.75,15.0,Priority B,1.0,False,Price level,0.7642,0.959,0.2295,36.0,A
NCTUMBES60,2023,9,2023-09,60.0,76.08,88.2,17.0,Priority A,1.0,False,Price level,0.765,0.9575,0.2311,36.0,A
ZORRITOS 220,2023,9,2023-09,220.0,74.82,86.8,22.0,Priority A,1.0,False,Price level,0.7636,0.9554,0.2306,36.0,A
GALLITO CIEGO 60,2023,9,2023-09,60.0,70.37,85.38,27.0,Priority B,1.0,False,Price level,0.7589,0.9461,0.2281,36.0,A
GE1 33,2023,9,2023-09,33.0,70.49,84.52,30.0,Priority B,1.0,False,Price level,0.7573,0.9464,0.2285,36.0,A
PIURA OESTE 220,2023,9,2023-09,220.0,68.71,82.76,36.0,Priority B,1.0,False,Price level,0.754,0.9425,0.2274,36.0,A
TALARA 220,2023,9,2023-09,220.0,67.9,82.17,38.0,Priority B,1.0,False,Price level,0.7526,0.9407,0.2271,36.0,A
TALARA13.2,2023,9,2023-09,13.2,60.04,72.02,70.0,Priority B,1.0,False,Price level,0.7271,0.9411,0.2527,36.0,A
HUAYLLACHO 15,2023,10,2023-10,15.0,84.11,88.19,1.0,Priority A,1.0,False,Volatility,0.175,0.1981,0.1267,37.0,A
SAN ANTONIO 15,2023,10,2023-10,15.0,83.43,87.82,2.0,Priority B,1.0,False,Volatility,0.1749,0.198,0.1266,37.0,A
SAN IGNACIO 15,2023,10,2023-10,15.0,83.43,87.82,2.0,Priority B,1.0,False,Volatility,0.1749,0.198,0.1266,37.0,A
MISAPUQUIO 33,2023,10,2023-10,33.0,81.68,86.93,5.0,Priority B,1.0,False,Price level,0.1709,0.1948,0.1238,37.0,A
TINTAYA EXISTENTE 138,2023,10,2023-10,138.0,81.24,86.68,6.0,Priority B,1.0,False,Volatility,0.1702,0.1938,0.1235,37.0,A
TINTAYA NUEVA 220,2023,10,2023-10,220.0,80.51,86.42,7.0,Priority B,1.0,False,Volatility,0.1697,0.1933,0.1229,37.0,A
JULIACA10,2023,10,2023-10,10.0,79.35,85.65,10.0,Priority B,1.0,False,Price level,0.1691,0.1927,0.1218,37.0,A
PLANTAETANOL 60,2023,10,2023-10,60.0,72.69,78.66,36.0,Priority A,1.0,False,Volatility,0.1662,0.1894,0.1174,37.0,A
NCTUMBES60,2023,10,2023-10,60.0,69.13,76.38,44.0,Priority A,1.0,False,Volatility,0.1623,0.1867,0.1162,37.0,A
PARIAC 66,2023,10,2023-10,66.0,69.19,76.09,45.0,Priority B,1.0,False,Price level,0.1621,0.1925,0.1139,37.0,A
ZORRITOS 220,2023,10,2023-10,220.0,68.41,75.21,48.0,Priority A,1.0,False,Volatility,0.162,0.1863,0.116,37.0,A
GE1 33,2023,10,2023-10,33.0,65.57,74.32,51.0,Priority B,1.0,False,Volatility,0.1607,0.1847,0.1154,37.0,A
TALARA13.2,2023,10,2023-10,13.2,64.59,73.43,54.0,Priority B,1.0,False,Volatility,0.1599,0.1835,0.1146,37.0,A
TALARA 220,2023,10,2023-10,220.0,63.98,72.82,56.0,Priority B,1.0,False,Volatility,0.1598,0.1834,0.1145,37.0,A
PIURA OESTE 220,2023,10,2023-10,220.0,63.92,72.52,57.0,Priority B,1.0,False,Volatility,0.1602,0.1834,0.1144,37.0,A
BELAUNDE 138,2023,10,2023-10,138.0,63.76,72.21,58.0,Priority B,1.0,False,Volatility,0.1596,0.1851,0.112,37.0,A
GALLITO CIEGO 60,2023,10,2023-10,60.0,63.11,71.6,60.0,Priority B,1.0,False,Volatility,0.1601,0.1831,0.1109,37.0,A
HUAYLLACHO 15,2023,11,2023-11,15.0,84.07,95.74,1.0,Priority A,1.0,False,Price level,0.1318,0.1759,0.0238,36.0,A
SAN ANTONIO 15,2023,11,2023-11,15.0,83.53,95.36,2.0,Priority B,1.0,False,Price level,0.1317,0.1757,0.0238,36.0,A
SAN IGNACIO 15,2023,11,2023-11,15.0,83.53,95.36,2.0,Priority B,1.0,False,Price level,0.1317,0.1757,0.0238,36.0,A
PLANTAETANOL 60,2023,11,2023-11,60.0,81.36,94.98,3.0,Priority A,1.0,False,Price level,0.1311,0.1775,0.0233,36.0,A
PARIAC 66,2023,11,2023-11,66.0,80.62,94.72,4.0,Priority B,1.0,False,Price level,0.125,0.1706,0.0236,36.0,A
NCTUMBES60,2023,11,2023-11,60.0,79.01,94.47,5.0,Priority A,1.0,False,Price level,0.127,0.1691,0.023,36.0,A
ZORRITOS 220,2023,11,2023-11,220.0,78.88,94.21,6.0,Priority A,1.0,False,Price level,0.1269,0.1691,0.023,36.0,A
TINTAYA EXISTENTE 138,2023,11,2023-11,138.0,80.82,93.95,7.0,Priority B,1.0,False,Stress premium,0.1276,0.1708,0.0231,36.0,A
TINTAYA NUEVA 220,2023,11,2023-11,220.0,80.25,93.69,8.0,Priority B,1.0,False,Stress premium,0.1272,0.1704,0.023,36.0,A
MISAPUQUIO 33,2023,11,2023-11,33.0,79.56,93.44,9.0,Priority B,1.0,False,Price level,0.1287,0.1719,0.0232,36.0,A
GE1 33,2023,11,2023-11,33.0,76.11,93.18,10.0,Priority B,1.0,False,Price level,0.1257,0.1673,0.0229,36.0,A
JULIACA10,2023,11,2023-11,10.0,78.69,92.91,11.0,Priority B,1.0,False,Price level,0.1266,0.1698,0.0231,36.0,A
BELAUNDE 138,2023,11,2023-11,138.0,74.72,92.13,14.0,Priority B,1.0,False,Price level,0.1232,0.1644,0.0229,36.0,A
TALARA13.2,2023,11,2023-11,13.2,73.74,91.86,15.0,Priority B,1.0,False,Price level,0.1249,0.1661,0.0227,36.0,A
TALARA 220,2023,11,2023-11,220.0,73.5,91.6,16.0,Priority B,1.0,False,Price level,0.1249,0.1663,0.0227,36.0,A
PIURA OESTE 220,2023,11,2023-11,220.0,71.66,90.54,20.0,Priority B,1.0,False,Price level,0.1248,0.1658,0.0227,36.0,A
GALLITO CIEGO 60,2023,11,2023-11,60.0,72.17,89.19,25.0,Priority B,1.0,False,Price level,0.1228,0.1647,0.0227,36.0,A
PLANTAETANOL 60,2023,12,2023-12,60.0,81.19,40.82,1.0,Priority A,1.0,False,Price level,0.1135,0.158,0.0337,37.0,A
PARIAC 66,2023,12,2023-12,66.0,80.62,40.71,2.0,Priority B,1.0,False,Price level,0.1122,0.1598,0.0341,37.0,A
ZORRITOS 220,2023,12,2023-12,220.0,79.55,40.6,3.0,Priority A,1.0,False,Price level,0.1121,0.16,0.0338,37.0,A
NCTUMBES60,2023,12,2023-12,60.0,79.48,40.48,4.0,Priority A,1.0,False,Price level,0.1121,0.1601,0.0338,37.0,A
